date,date_lab,Year,Month,who_region,who_region_long,country,Hemisphere,iso3,cases,confirmed_cases,severe_cases,deaths,cfr,prop_sev,cfr_ci_lower,cfr_ci_upper,prop_sev_ci_lower,prop_sev_ci_upper
12/1/2018,18-Dec,2018,December,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,0,0,0,0,,,0,1,0,1
11/1/2018,18-Nov,2018,November,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,0,0,0,0,,,0,1,0,1
10/1/2018,18-Oct,2018,October,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,0,0,0,0,,,0,1,0,1
9/1/2018,18-Sep,2018,September,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,0,0,0,0,,,0,1,0,1
8/1/2018,18-Aug,2018,August,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,0,0,0,0,,,0,1,0,1
7/1/2018,18-Jul,2018,July,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,0,0,0,0,,,0,1,0,1
6/1/2018,18-Jun,2018,June,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,0,0,0,0,,,0,1,0,1
5/1/2018,18-May,2018,May,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,0,0,0,0,,,0,1,0,1
4/1/2018,18-Apr,2018,April,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,0,0,0,0,,,0,1,0,1
3/1/2018,18-Mar,2018,March,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,0,0,0,0,,,0,1,0,1
2/1/2018,18-Feb,2018,February,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,0,0,0,0,,,0,1,0,1
1/1/2018,18-Jan,2018,January,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,0,0,0,0,,,0,1,0,1
12/1/2017,17-Dec,2017,December,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,0,0,0,0,,,0,1,0,1
11/1/2017,17-Nov,2017,November,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,0,0,0,0,,,0,1,0,1
10/1/2017,17-Oct,2017,October,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,0,0,0,0,,,0,1,0,1
9/1/2017,17-Sep,2017,September,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,0,0,0,0,,,0,1,0,1
8/1/2017,17-Aug,2017,August,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,0,0,0,0,,,0,1,0,1
7/1/2017,17-Jul,2017,July,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,0,0,0,0,,,0,1,0,1
6/1/2017,17-Jun,2017,June,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,0,0,0,0,,,0,1,0,1
5/1/2017,17-May,2017,May,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,0,0,0,0,,,0,1,0,1
4/1/2017,17-Apr,2017,April,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,0,0,0,0,,,0,1,0,1
3/1/2017,17-Mar,2017,March,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,0,0,0,0,,,0,1,0,1
2/1/2017,17-Feb,2017,February,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,0,0,0,0,,,0,1,0,1
1/1/2017,17-Jan,2017,January,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,1,1,0,0,0,0,0,0.975,0,0.975
12/1/2016,16-Dec,2016,December,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,0,0,0,0,,,0,1,0,1
11/1/2016,16-Nov,2016,November,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,2,2,0,0,0,0,0,0.841886117,0,0.841886117
10/1/2016,16-Oct,2016,October,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,0,0,0,0,,,0,1,0,1
9/1/2016,16-Sep,2016,September,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,0,0,0,0,,,0,1,0,1
8/1/2016,16-Aug,2016,August,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,0,0,0,0,,,0,1,0,1
7/1/2016,16-Jul,2016,July,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,0,0,0,0,,,0,1,0,1
6/1/2016,16-Jun,2016,June,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,0,0,0,0,,,0,1,0,1
5/1/2016,16-May,2016,May,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,0,0,0,0,,,0,1,0,1
4/1/2016,16-Apr,2016,April,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,0,0,0,0,,,0,1,0,1
3/1/2016,16-Mar,2016,March,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,0,0,0,0,,,0,1,0,1
2/1/2016,16-Feb,2016,February,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,1,1,0,0,0,0,0,0.975,0,0.975
1/1/2016,16-Jan,2016,January,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,8,8,0,0,0,0,0,0.369416648,0,0.369416648
12/1/2015,15-Dec,2015,December,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,0,0,0,0,,,0,1,0,1
11/1/2015,15-Nov,2015,November,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,0,0,0,0,,,0,1,0,1
10/1/2015,15-Oct,2015,October,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,0,0,0,0,,,0,1,0,1
9/1/2015,15-Sep,2015,September,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,0,0,0,0,,,0,1,0,1
8/1/2015,15-Aug,2015,August,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,0,0,0,0,,,0,1,0,1
7/1/2015,15-Jul,2015,July,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,0,0,0,0,,,0,1,0,1
6/1/2015,15-Jun,2015,June,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,3,3,0,0,0,0,0,0.707598226,0,0.707598226
5/1/2015,15-May,2015,May,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,0,0,0,0,,,0,1,0,1
4/1/2015,15-Apr,2015,April,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,0,0,0,0,,,0,1,0,1
3/1/2015,15-Mar,2015,March,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,0,0,0,0,,,0,1,0,1
2/1/2015,15-Feb,2015,February,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,0,0,0,0,,,0,1,0,1
1/1/2015,15-Jan,2015,January,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,0,0,0,0,,,0,1,0,1
12/1/2014,14-Dec,2014,December,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,2,2,0,0,0,0,0,0.841886117,0,0.841886117
11/1/2014,14-Nov,2014,November,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,1,1,0,0,0,0,0,0.975,0,0.975
10/1/2014,14-Oct,2014,October,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,0,0,0,0,,,0,1,0,1
9/1/2014,14-Sep,2014,September,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,1,1,0,0,0,0,0,0.975,0,0.975
8/1/2014,14-Aug,2014,August,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,2,2,0,0,0,0,0,0.841886117,0,0.841886117
7/1/2014,14-Jul,2014,July,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,6,6,0,0,0,0,0,0.459258126,0,0.459258126
6/1/2014,14-Jun,2014,June,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,2,2,0,0,0,0,0,0.841886117,0,0.841886117
5/1/2014,14-May,2014,May,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,0,0,0,0,,,0,1,0,1
4/1/2014,14-Apr,2014,April,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,4,4,0,0,0,0,0,0.602364636,0,0.602364636
3/1/2014,14-Mar,2014,March,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,0,0,0,0,,,0,1,0,1
2/1/2014,14-Feb,2014,February,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,0,0,0,0,,,0,1,0,1
1/1/2014,14-Jan,2014,January,AMR,Region of the Americas,United States Virgin Islands,Northern,VIR,1,1,0,0,0,0,0,0.975,0,0.975
11/1/2024,Nov-24,2024,November,EUR,European Region,Uzbekistan,Northern,UZB,0,,,,,,,,,
10/1/2024,24-Oct,2024,October,EUR,European Region,Uzbekistan,Northern,UZB,0,,,,,,,,,
9/1/2024,24-Sep,2024,September,EUR,European Region,Uzbekistan,Northern,UZB,0,,,,,,,,,
8/1/2024,24-Aug,2024,August,EUR,European Region,Uzbekistan,Northern,UZB,0,,,,,,,,,
7/1/2024,24-Jul,2024,July,EUR,European Region,Uzbekistan,Northern,UZB,0,,,,,,,,,
6/1/2024,24-Jun,2024,June,EUR,European Region,Uzbekistan,Northern,UZB,0,,,,,,,,,
5/1/2024,24-May,2024,May,EUR,European Region,Uzbekistan,Northern,UZB,0,,,,,,,,,
4/1/2024,24-Apr,2024,April,EUR,European Region,Uzbekistan,Northern,UZB,0,,,,,,,,,
3/1/2024,24-Mar,2024,March,EUR,European Region,Uzbekistan,Northern,UZB,0,,,,,,,,,
2/1/2024,24-Feb,2024,February,EUR,European Region,Uzbekistan,Northern,UZB,0,,,,,,,,,
1/1/2024,24-Jan,2024,January,EUR,European Region,Uzbekistan,Northern,UZB,0,,,,,,,,,
12/1/2023,23-Dec,2023,December,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,,,,,,,,,,
11/1/2023,23-Nov,2023,November,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,,,,,,,,,,
10/1/2023,23-Oct,2023,October,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,,,,,,,,,,
9/1/2023,23-Sep,2023,September,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,,,,,,,,,,
8/1/2023,23-Aug,2023,August,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,,,,,,,,,,
7/1/2023,23-Jul,2023,July,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,,,,,,,,,,
6/1/2023,23-Jun,2023,June,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,,,,,,,,,,
5/1/2023,23-May,2023,May,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,1026,538,6,3,0.002923977,0.005847953,0.000603401,0.008521113,0.002149029,0.012684785
4/1/2023,23-Apr,2023,April,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,650,215,1,0,0,0.001538462,0,0.005659126,3.89E-05,0.008541676
3/1/2023,23-Mar,2023,March,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,1076,651,7,5,0.00464684,0.006505576,0.001510486,0.010810607,0.002619461,0.013357778
2/1/2023,23-Feb,2023,February,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,953,,,,,,,,,
1/1/2023,23-Jan,2023,January,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,1104,41,3,0,0,0.002717391,0,0.0033358,0.000560742,0.007920651
12/1/2022,22-Dec,2022,December,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,1528,466,20,4,0.002617801,0.013089005,0.000713709,0.006688932,0.008012939,0.020142831
11/1/2022,22-Nov,2022,November,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,3263,1,6,3,0.000919399,0.001838799,0.000189642,0.002684501,0.000675096,0.003997962
10/1/2022,22-Oct,2022,October,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,1210,935,1,2,0.001652893,0.000826446,0.000200236,0.005957939,2.09E-05,0.004595975
9/1/2022,22-Sep,2022,September,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,955,400,5,4,0.004188482,0.005235602,0.001142364,0.010689175,0.001702106,0.012175541
8/1/2022,22-Aug,2022,August,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,1095,230,1,2,0.001826484,0.000913242,0.000221272,0.006582166,2.31E-05,0.00507765
7/1/2022,22-Jul,2022,July,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,761,174,1,0,0,0.00131406,0,0.004835681,3.33E-05,0.007299522
6/1/2022,22-Jun,2022,June,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,821,292,2,1,0.001218027,0.002436054,3.08E-05,0.006767546,0.000295154,0.008771907
5/1/2022,22-May,2022,May,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,430,38,1,0,0,0.002325581,0,0.008542097,5.89E-05,0.01288864
4/1/2022,22-Apr,2022,April,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,277,4,1,2,0.007220217,0.003610108,0.000875601,0.025837086,9.14E-05,0.019949035
3/1/2022,22-Mar,2022,March,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,380,31,2,0,0,0.005263158,0,0.009660611,0.00063803,0.018882082
2/1/2022,22-Feb,2022,February,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,348,7,0,0,0,0,0,0.010544244,0,0.010544244
1/1/2022,22-Jan,2022,January,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,341,14,3,0,0,0.008797654,0,0.010759526,0.001817975,0.02549386
12/1/2021,21-Dec,2021,December,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,480,12,4,4,0.008333333,0.008333333,0.002275086,0.021198262,0.002275086,0.021198262
11/1/2021,21-Nov,2021,November,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,366,17,1,0,0,0.00273224,0,0.010028284,6.92E-05,0.015128334
10/1/2021,21-Oct,2021,October,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,347,58,6,1,0.002881844,0.017291066,7.30E-05,0.015951236,0.006371285,0.03725363
9/1/2021,21-Sep,2021,September,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,470,0,0,0,0,0,0,0.007817959,0,0.007817959
8/1/2021,21-Aug,2021,August,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,355,7,0,0,0,0,0,0.010337408,0,0.010337408
7/1/2021,21-Jul,2021,July,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,401,4,0,-1,,0,,,0,0.009157017
6/1/2021,21-Jun,2021,June,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,517,16,0,1,0.001934236,0,4.90E-05,0.010729346,0,0.007109769
5/1/2021,21-May,2021,May,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,392,9,1,0,0,0.00255102,0,0.009366267,6.46E-05,0.014130772
4/1/2021,21-Apr,2021,April,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,274,83,6,1,0.003649635,0.02189781,9.24E-05,0.020165635,0.008077519,0.047050527
3/1/2021,21-Mar,2021,March,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,551,3,3,2,0.003629764,0.005444646,0.000439884,0.013049938,0.001124227,0.015828484
2/1/2021,21-Feb,2021,February,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,767,51,8,0,0,0.010430248,0,0.004797944,0.004513495,0.020447841
1/1/2021,21-Jan,2021,January,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,1006,3,0,0,0,0,0,0.003660163,0,0.003660163
12/1/2020,20-Dec,2020,December,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,507,66,0,0,0,0,0,0.007249491,0,0.007249491
11/1/2020,20-Nov,2020,November,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,431,9,7,0,0,0.016241299,0,0.008522362,0.006554139,0.033175717
10/1/2020,20-Oct,2020,October,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,363,6,1,3,0.008264463,0.002754821,0.001707584,0.023961068,6.97E-05,0.015252575
9/1/2020,20-Sep,2020,September,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,431,36,3,2,0.004640371,0.006960557,0.000562465,0.016661323,0.001437741,0.020206
8/1/2020,20-Aug,2020,August,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,466,0,2,0,0,0.004291845,0,0.007884801,0.000520186,0.015416953
7/1/2020,20-Jul,2020,July,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,686,15,5,2,0.002915452,0.00728863,0.00035327,0.010491586,0.00237071,0.016926692
6/1/2020,20-Jun,2020,June,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,345,41,1,1,0.002898551,0.002898551,7.34E-05,0.016043095,7.34E-05,0.016043095
5/1/2020,20-May,2020,May,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,397,0,0,0,0,0,0,0.009248852,0,0.009248852
4/1/2020,20-Apr,2020,April,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,323,11,1,0,0,0.003095975,0,0.011355711,7.84E-05,0.01712809
3/1/2020,20-Mar,2020,March,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,495,39,6,2,0.004040404,0.012121212,0.000489687,0.014518505,0.004460907,0.026195022
2/1/2020,20-Feb,2020,February,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,938,51,1,1,0.001066098,0.001066098,2.70E-05,0.005925463,2.70E-05,0.005925463
1/1/2020,20-Jan,2020,January,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,1339,30,4,3,0.002240478,0.002987304,0.000462279,0.00653354,0.000814521,0.007630874
12/1/2019,19-Dec,2019,December,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,1226,16,4,1,0.000815661,0.003262643,2.07E-05,0.004536106,0.000889654,0.008332417
11/1/2019,19-Nov,2019,November,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,1608,53,11,4,0.002487562,0.006840796,0.00067818,0.006356795,0.003419701,0.012207037
10/1/2019,19-Oct,2019,October,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,2210,30,11,4,0.001809955,0.004977376,0.000493365,0.004627662,0.002487228,0.008888409
9/1/2019,19-Sep,2019,September,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,1847,0,0,0,0,0,0,0.001995235,0,0.001995235
8/1/2019,19-Aug,2019,August,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,1621,43,13,6,0.003701419,0.008019741,0.00135953,0.008038898,0.004276884,0.013674957
7/1/2019,19-Jul,2019,July,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,1745,0,0,0,0,0,0,0.002111738,0,0.002111738
6/1/2019,19-Jun,2019,June,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,1192,450,7,0,0,0.005872483,0,0.003089914,0.002364205,0.012061915
5/1/2019,19-May,2019,May,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,1009,0,0,0,0,0,0,0.003649301,0,0.003649301
4/1/2019,19-Apr,2019,April,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,588,47,3,0,0,0.005102041,0,0.006253967,0.001053402,0.014837362
3/1/2019,19-Mar,2019,March,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,542,40,3,2,0.003690037,0.005535055,0.000447193,0.01326559,0.001142919,0.016089919
2/1/2019,19-Feb,2019,February,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,950,87,8,3,0.003157895,0.008421053,0.000651708,0.009200733,0.003642422,0.016525088
1/1/2019,19-Jan,2019,January,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,1477,114,10,3,0.002031144,0.006770481,0.000419067,0.005924286,0.003251342,0.012415801
12/1/2018,18-Dec,2018,December,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,1491,192,6,8,0.005365526,0.004024145,0.002319214,0.010544717,0.001478178,0.008738148
11/1/2018,18-Nov,2018,November,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,2799,674,16,3,0.001071811,0.005716327,0.000221088,0.003129062,0.0032708,0.0092664
10/1/2018,18-Oct,2018,October,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,4019,266,9,8,0.001990545,0.002239363,0.000859755,0.00391838,0.001024475,0.004246733
9/1/2018,18-Sep,2018,September,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,2689,541,11,0,0,0.00409074,0,0.0013709,0.002043798,0.007307649
8/1/2018,18-Aug,2018,August,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,2018,0,7,0,0,0.003468781,0,0.001826318,0.001395732,0.007133876
7/1/2018,18-Jul,2018,July,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,1080,242,23,3,0.002777778,0.021296296,0.000573211,0.008096196,0.013546768,0.031784349
6/1/2018,18-Jun,2018,June,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,883,0,0,0,0,0,0,0.004168952,0,0.004168952
5/1/2018,18-May,2018,May,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,876,65,12,0,0,0.01369863,0,0.004202196,0.007097778,0.023806381
4/1/2018,18-Apr,2018,April,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,664,460,2,2,0.003012048,0.003012048,0.000364981,0.010837831,0.000364981,0.010837831
3/1/2018,18-Mar,2018,March,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,826,,8,0,0,0.00968523,0,0.004455998,0.004190406,0.018994167
2/1/2018,18-Feb,2018,February,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,924,,3,0,0,0.003246753,0,0.003984335,0.00067006,0.00945882
1/1/2018,18-Jan,2018,January,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,849,,4,0,0,0.004711425,0,0.004335544,0.001285152,0.012018839
12/1/2017,17-Dec,2017,December,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,418,163,21,3,0.007177033,0.050239234,0.001482529,0.020830078,0.031364297,0.075773107
11/1/2017,17-Nov,2017,November,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,742,132,33,0,0,0.044474394,0,0.004959198,0.03080874,0.061894305
10/1/2017,17-Oct,2017,October,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,732,433,36,13,0.017759563,0.049180328,0.009489249,0.03017793,0.034679615,0.067439093
9/1/2017,17-Sep,2017,September,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,893,,28,,,0.031354983,,,0.020934208,0.044999436
8/1/2017,17-Aug,2017,August,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,946,460,20,0,0,0.021141649,0,0.003891857,0.012960539,0.032463437
7/1/2017,17-Jul,2017,July,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,620,,16,0,0,0.025806452,0,0.005932141,0.014820959,0.041570434
6/1/2017,17-Jun,2017,June,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,742,,57,0,0,0.076819407,0,0.004959198,0.058698652,0.098385496
5/1/2017,17-May,2017,May,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,765,,43,0,0,0.05620915,0,0.004810457,0.040973884,0.074969698
4/1/2017,17-Apr,2017,April,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,468,91,22,0,0,0.047008547,0,0.007851238,0.02969107,0.070308944
3/1/2017,17-Mar,2017,March,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,911,79,34,0,0,0.037321625,0,0.004041077,0.02598222,0.051764914
2/1/2017,17-Feb,2017,February,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,725,222,23,0,0,0.031724138,0,0.005075187,0.020214514,0.047223033
1/1/2017,17-Jan,2017,January,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,653,8,26,0,0,0.039816233,0,0.0056332,0.026171282,0.057797865
12/1/2016,16-Dec,2016,December,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,532,235,3,1,0.001879699,0.005639098,4.76E-05,0.010428126,0.001164431,0.016390721
11/1/2016,16-Nov,2016,November,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,1066,272,6,0,0,0.005628518,0,0.003454507,0.002068284,0.012210386
10/1/2016,16-Oct,2016,October,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,900,94,7,2,0.002222222,0.007777778,0.000269235,0.008004164,0.003132622,0.015959176
9/1/2016,16-Sep,2016,September,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,897,738,2,2,0.002229654,0.002229654,0.000270136,0.008030856,0.000270136,0.008030856
8/1/2016,16-Aug,2016,August,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,1470,0,3,2,0.001360544,0.002040816,0.000164811,0.004906027,0.000421063,0.005952442
7/1/2016,16-Jul,2016,July,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,1709,0,3,2,0.001170275,0.001755413,0.000141757,0.004220979,0.000362155,0.005121411
6/1/2016,16-Jun,2016,June,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,2644,98,3,1,0.000378215,0.001134644,9.58E-06,0.002105457,0.000234052,0.003312298
5/1/2016,16-May,2016,May,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,1800,704,10,2,0.001111111,0.005555556,0.000134589,0.004007894,0.002667223,0.010193059
4/1/2016,16-Apr,2016,April,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,1761,285,6,1,0.000567859,0.003407155,1.44E-05,0.003159805,0.001251361,0.007401086
3/1/2016,16-Mar,2016,March,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,3205,3407,16,7,0.002184087,0.0049922,0.000878553,0.004494845,0.002856085,0.008094392
2/1/2016,16-Feb,2016,February,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,5466,,18,3,0.000548847,0.003293085,0.0001132,0.001603119,0.001952822,0.005199519
1/1/2016,16-Jan,2016,January,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,7818,,38,16,0.002046559,0.004860578,0.001170224,0.003321362,0.003441862,0.006665479
12/1/2015,15-Dec,2015,December,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,37646,13837,196,90,0.002390692,0.005206396,0.001922824,0.002937761,0.004504517,0.00598618
11/1/2015,15-Nov,2015,November,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,,,,,,,,,,
10/1/2015,15-Oct,2015,October,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,,,,,,,,,,
9/1/2015,15-Sep,2015,September,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,,,,,,,,,,
8/1/2015,15-Aug,2015,August,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),Northern,VEN,,,,,,,,,,
