date,date_lab,Year,Month,who_region,who_region_long,country,Hemisphere,iso3,cases,confirmed_cases,severe_cases,deaths,cfr,prop_sev,cfr_ci_lower,cfr_ci_upper,prop_sev_ci_lower,prop_sev_ci_upper
6/1/2021,21-Jun,2021,June,AMR,Region of the Americas,Colombia,Northern,COL,3035,1615,44,0,0,0.014497529,0,0.001214708,0.010553163,0.019413855
5/1/2021,21-May,2021,May,AMR,Region of the Americas,Colombia,Northern,COL,2529,3147,24,1,0.000395413,0.009489917,1.00E-05,0.002201111,0.006089564,0.014087531
4/1/2021,21-Apr,2021,April,AMR,Region of the Americas,Colombia,Northern,COL,2199,553,37,1,0.000454752,0.01682583,1.15E-05,0.002531085,0.011873894,0.023118225
3/1/2021,21-Mar,2021,March,AMR,Region of the Americas,Colombia,Northern,COL,3413,969,37,6,0.001757984,0.010840902,0.000645414,0.003822435,0.007644163,0.014912072
2/1/2021,21-Feb,2021,February,AMR,Region of the Americas,Colombia,Northern,COL,3317,1027,63,0,0,0.018993066,0,0.001111495,0.014624879,0.024235715
1/1/2021,21-Jan,2021,January,AMR,Region of the Americas,Colombia,Northern,COL,2505,,41,0,0,0.016367265,0,0.001471523,0.011770372,0.022139115
12/1/2020,20-Dec,2020,December,AMR,Region of the Americas,Colombia,Northern,COL,3037,0,45,12,0.003951268,0.014817254,0.002043293,0.006891887,0.010827795,0.019776898
11/1/2020,20-Nov,2020,November,AMR,Region of the Americas,Colombia,Northern,COL,2585,0,33,0,0,0.012765957,0,0.001426015,0.00880335,0.017881815
10/1/2020,20-Oct,2020,October,AMR,Region of the Americas,Colombia,Northern,COL,2780,0,47,0,0,0.016906475,0,0.001326055,0.012448008,0.022419214
9/1/2020,20-Sep,2020,September,AMR,Region of the Americas,Colombia,Northern,COL,3017,0,50,7,0.002320186,0.016572754,0.000933328,0.00477459,0.012324991,0.02179134
8/1/2020,20-Aug,2020,August,AMR,Region of the Americas,Colombia,Northern,COL,2686,0,15,3,0.001116902,0.005584512,0.000230391,0.00326056,0.003128877,0.009194102
7/1/2020,20-Jul,2020,July,AMR,Region of the Americas,Colombia,Northern,COL,4543,317,62,0,0,0.01364737,0,0.000811662,0.010478937,0.017461584
6/1/2020,20-Jun,2020,June,AMR,Region of the Americas,Colombia,Northern,COL,4746,1542,45,5,0.001053519,0.009481669,0.00034216,0.002456835,0.006924164,0.01266686
5/1/2020,20-May,2020,May,AMR,Region of the Americas,Colombia,Northern,COL,6024,2067,53,9,0.001494024,0.008798141,0.000683383,0.00283422,0.006597159,0.011492572
4/1/2020,20-Apr,2020,April,AMR,Region of the Americas,Colombia,Northern,COL,8196,2641,93,3,0.000366032,0.011346999,7.55E-05,0.001069325,0.00916799,0.013883056
3/1/2020,20-Mar,2020,March,AMR,Region of the Americas,Colombia,Northern,COL,10355,3143,111,6,0.00057943,0.010719459,0.000212669,0.001260746,0.008826267,0.012894835
2/1/2020,20-Feb,2020,February,AMR,Region of the Americas,Colombia,Northern,COL,14604,4306,160,10,0.000684744,0.010955902,0.000328409,0.001258907,0.009331368,0.012779415
1/1/2020,20-Jan,2020,January,AMR,Region of the Americas,Colombia,Northern,COL,16406,3385,183,0,0,0.011154456,0,0.000224824,0.009604035,0.012881636
12/1/2019,19-Dec,2019,December,AMR,Region of the Americas,Colombia,Northern,COL,10214,3892,132,9,0.000881144,0.012923438,0.000402992,0.001672023,0.010823859,0.015307099
11/1/2019,19-Nov,2019,November,AMR,Region of the Americas,Colombia,Northern,COL,11273,3456,131,4,0.00035483,0.011620687,9.67E-05,0.000908255,0.009724885,0.013774597
10/1/2019,19-Oct,2019,October,AMR,Region of the Americas,Colombia,Northern,COL,11521,4222,131,14,0.001215172,0.011370541,0.0006645,0.002038013,0.009515361,0.013478402
9/1/2019,19-Sep,2019,September,AMR,Region of the Americas,Colombia,Northern,COL,9901,3105,93,12,0.001211999,0.009392991,0.000626409,0.00211616,0.00758786,0.011494866
8/1/2019,19-Aug,2019,August,AMR,Region of the Americas,Colombia,Northern,COL,9047,3597,113,7,0.000773737,0.012490328,0.000311137,0.00159354,0.010304577,0.014997808
7/1/2019,19-Jul,2019,July,AMR,Region of the Americas,Colombia,Northern,COL,16701,4738,179,17,0.001017903,0.010717921,0.000593074,0.001629263,0.00921197,0.012397709
6/1/2019,19-Jun,2019,June,AMR,Region of the Americas,Colombia,Northern,COL,12819,3201,125,4,0.000312037,0.009751151,8.50E-05,0.000798744,0.008123107,0.011607192
5/1/2019,19-May,2019,May,AMR,Region of the Americas,Colombia,Northern,COL,14105,3448,142,3,0.000212691,0.010067352,4.39E-05,0.000621445,0.008486098,0.011855319
4/1/2019,19-Apr,2019,April,AMR,Region of the Americas,Colombia,Northern,COL,8468,8357,96,14,0.001653283,0.011336797,0.000904151,0.002772374,0.009192224,0.01382678
3/1/2019,19-Mar,2019,March,AMR,Region of the Americas,Colombia,Northern,COL,7666,,82,3,0.000391338,0.010696582,8.07E-05,0.001143227,0.008516097,0.013260117
2/1/2019,19-Feb,2019,February,AMR,Region of the Americas,Colombia,Northern,COL,7268,,85,0,0,0.011695102,0,0.000507422,0.009352021,0.014441136
1/1/2019,19-Jan,2019,January,AMR,Region of the Americas,Colombia,Northern,COL,8570,,97,0,0,0.011318553,0,0.000430348,0.009187903,0.013790457
12/1/2018,18-Dec,2018,December,AMR,Region of the Americas,Colombia,Northern,COL,5762,0,65,2,0.000347102,0.011280805,4.20E-05,0.001253282,0.008716778,0.014356006
11/1/2018,18-Nov,2018,November,AMR,Region of the Americas,Colombia,Northern,COL,6058,0,79,1,0.000165071,0.013040607,4.18E-06,0.00091937,0.010337597,0.016226333
10/1/2018,18-Oct,2018,October,AMR,Region of the Americas,Colombia,Northern,COL,6060,0,81,0,0,0.013366337,0,0.000608541,0.010628588,0.016586108
9/1/2018,18-Sep,2018,September,AMR,Region of the Americas,Colombia,Northern,COL,3782,0,43,3,0.000793231,0.011369646,0.000163613,0.002316391,0.008240152,0.015284586
8/1/2018,18-Aug,2018,August,AMR,Region of the Americas,Colombia,Northern,COL,4608,0,43,12,0.002604167,0.009331597,0.001346312,0.004544532,0.006761322,0.012549226
7/1/2018,18-Jul,2018,July,AMR,Region of the Americas,Colombia,Northern,COL,3645,0,48,0,0,0.013168724,0,0.001011526,0.009725109,0.017422292
6/1/2018,18-Jun,2018,June,AMR,Region of the Americas,Colombia,Northern,COL,3588,4063,35,3,0.00083612,0.009754738,0.000172461,0.002441536,0.006803674,0.013540596
5/1/2018,18-May,2018,May,AMR,Region of the Americas,Colombia,Northern,COL,3623,,37,0,0,0.010212531,0,0.001017666,0.007200472,0.014049401
4/1/2018,18-Apr,2018,April,AMR,Region of the Americas,Colombia,Northern,COL,1890,,27,2,0.001058201,0.014285714,0.000128179,0.003817306,0.009434922,0.020717338
3/1/2018,18-Mar,2018,March,AMR,Region of the Americas,Colombia,Northern,COL,1586,,14,0,0,0.008827238,0,0.002323198,0.004834095,0.014766295
2/1/2018,18-Feb,2018,February,AMR,Region of the Americas,Colombia,Northern,COL,1706,,20,0,0,0.011723329,0,0.002159961,0.007175214,0.018047916
1/1/2018,18-Jan,2018,January,AMR,Region of the Americas,Colombia,Northern,COL,2517,,34,0,0,0.013508145,0,0.001464512,0.009372436,0.01882554
12/1/2017,17-Dec,2017,December,AMR,Region of the Americas,Colombia,Northern,COL,1780,0,22,0,0,0.012359551,0,0.002070258,0.00776143,0.018653021
11/1/2017,17-Nov,2017,November,AMR,Region of the Americas,Colombia,Northern,COL,2085,0,26,1,0.000479616,0.012470024,1.21E-05,0.002669323,0.008161564,0.01821842
10/1/2017,17-Oct,2017,October,AMR,Region of the Americas,Colombia,Northern,COL,1625,0,13,0,0,0.008,0,0.002267505,0.00426634,0.013641391
9/1/2017,17-Sep,2017,September,AMR,Region of the Americas,Colombia,Northern,COL,1708,134,22,2,0.00117096,0.012880562,0.00014184,0.004223446,0.008089305,0.019436715
8/1/2017,17-Aug,2017,August,AMR,Region of the Americas,Colombia,Northern,COL,2278,987,18,3,0.001316945,0.007901668,0.000271668,0.003843802,0.004689557,0.012459396
7/1/2017,17-Jul,2017,July,AMR,Region of the Americas,Colombia,Northern,COL,1970,803,12,4,0.002030457,0.006091371,0.0005535,0.005190545,0.003151343,0.010616199
6/1/2017,17-Jun,2017,June,AMR,Region of the Americas,Colombia,Northern,COL,1857,776,22,1,0.000538503,0.011847065,1.36E-05,0.002996656,0.007438975,0.017881944
5/1/2017,17-May,2017,May,AMR,Region of the Americas,Colombia,Northern,COL,2509,948,28,4,0.001594261,0.011159825,0.000434548,0.004076866,0.007428078,0.01608894
4/1/2017,17-Apr,2017,April,AMR,Region of the Americas,Colombia,Northern,COL,1822,662,13,0,0,0.007135016,0,0.002022584,0.003804405,0.012170191
3/1/2017,17-Mar,2017,March,AMR,Region of the Americas,Colombia,Northern,COL,2248,848,14,0,0,0.006227758,0,0.001639615,0.003408832,0.010427064
2/1/2017,17-Feb,2017,February,AMR,Region of the Americas,Colombia,Northern,COL,2291,738,21,0,0,0.009166303,0,0.001608866,0.005682785,0.013977703
1/1/2017,17-Jan,2017,January,AMR,Region of the Americas,Colombia,Northern,COL,3111,888,25,0,0,0.008036001,0,0.001185051,0.005207033,0.011840011
12/1/2016,16-Dec,2016,December,AMR,Region of the Americas,Colombia,Northern,COL,3378,2759,27,21,0.006216696,0.007992895,0.00385223,0.009487261,0.005273785,0.011608084
11/1/2016,16-Nov,2016,November,AMR,Region of the Americas,Colombia,Northern,COL,4673,2638,34,0,0,0.00727584,0,0.000789091,0.005043841,0.010152547
10/1/2016,16-Oct,2016,October,AMR,Region of the Americas,Colombia,Northern,COL,3908,2989,29,2,0.000511771,0.007420676,6.20E-05,0.001847456,0.004975212,0.010640069
9/1/2016,16-Sep,2016,September,AMR,Region of the Americas,Colombia,Northern,COL,4641,649,24,5,0.001077354,0.005171299,0.000349904,0.002512379,0.003316075,0.007684772
8/1/2016,16-Aug,2016,August,AMR,Region of the Americas,Colombia,Northern,COL,7401,14875,51,9,0.001216052,0.006890961,0.000556202,0.002307185,0.005134952,0.009050504
7/1/2016,16-Jul,2016,July,AMR,Region of the Americas,Colombia,Northern,COL,7252,0,28,5,0.000689465,0.003861004,0.000223904,0.001608242,0.002567096,0.005575427
6/1/2016,16-Jun,2016,June,AMR,Region of the Americas,Colombia,Northern,COL,11797,0,77,4,0.000339069,0.006527083,9.24E-05,0.000867922,0.005154405,0.008151076
5/1/2016,16-May,2016,May,AMR,Region of the Americas,Colombia,Northern,COL,10714,4458,71,8,0.000746687,0.006626843,0.00032242,0.001470737,0.005179141,0.008351615
4/1/2016,16-Apr,2016,April,AMR,Region of the Americas,Colombia,Northern,COL,10094,4893,94,2,0.000198138,0.009312463,2.40E-05,0.000715556,0.007531788,0.011384205
3/1/2016,16-Mar,2016,March,AMR,Region of the Americas,Colombia,Northern,COL,13005,4966,134,4,0.000307574,0.010303729,8.38E-05,0.000787323,0.008639985,0.012191739
2/1/2016,16-Feb,2016,February,AMR,Region of the Americas,Colombia,Northern,COL,12225,4484,158,0,0,0.012924335,0,0.000301703,0.01099788,0.015087573
1/1/2016,16-Jan,2016,January,AMR,Region of the Americas,Colombia,Northern,COL,11928,3098,172,0,0,0.014419852,0,0.000309214,0.012357677,0.016723705
12/1/2015,15-Dec,2015,December,AMR,Region of the Americas,Colombia,Northern,COL,12203,39475,226,94,0.007703024,0.018520036,0.006229184,0.009418416,0.016202358,0.021071222
11/1/2015,15-Nov,2015,November,AMR,Region of the Americas,Colombia,Northern,COL,8901,,159,0,0,0.017863161,0,0.000414348,0.015214015,0.020834197
10/1/2015,15-Oct,2015,October,AMR,Region of the Americas,Colombia,Northern,COL,7367,,112,11,0.001493145,0.015202932,0.000745601,0.002670075,0.012534079,0.018264738
9/1/2015,15-Sep,2015,September,AMR,Region of the Americas,Colombia,Northern,COL,8205,,128,2,0.000243754,0.015600244,2.95E-05,0.000880242,0.013031018,0.018521318
8/1/2015,15-Aug,2015,August,AMR,Region of the Americas,Colombia,Northern,COL,5434,,89,8,0.001472212,0.016378358,0.000635804,0.002898773,0.013173273,0.020116817
7/1/2015,15-Jul,2015,July,AMR,Region of the Americas,Colombia,Northern,COL,7368,,114,7,0.000950054,0.015472313,0.000382054,0.001956489,0.012779255,0.018557949
6/1/2015,15-Jun,2015,June,AMR,Region of the Americas,Colombia,Northern,COL,6182,,77,8,0.00129408,0.012455516,0.000558852,0.002548252,0.009841858,0.015542989
5/1/2015,15-May,2015,May,AMR,Region of the Americas,Colombia,Northern,COL,7214,,68,19,0.002633768,0.009426116,0.001586422,0.004109912,0.007326972,0.011934747
4/1/2015,15-Apr,2015,April,AMR,Region of the Americas,Colombia,Northern,COL,9333,,103,6,0.00064288,0.011036108,0.000235961,0.00139875,0.009016712,0.013368745
3/1/2015,15-Mar,2015,March,AMR,Region of the Americas,Colombia,Northern,COL,7865,,87,0,0,0.011061666,0,0.000468915,0.008869164,0.013626871
2/1/2015,15-Feb,2015,February,AMR,Region of the Americas,Colombia,Northern,COL,8134,,97,0,0,0.011925252,0,0.000453411,0.009680923,0.014528681
1/1/2015,15-Jan,2015,January,AMR,Region of the Americas,Colombia,Northern,COL,8238,,161,0,0,0.019543579,0,0.000447688,0.016664587,0.022769101
12/1/2014,14-Dec,2014,December,AMR,Region of the Americas,Colombia,Northern,COL,10880,4182,169,11,0.001011029,0.015533088,0.000504807,0.001808289,0.013293872,0.018036712
11/1/2014,14-Nov,2014,November,AMR,Region of the Americas,Colombia,Northern,COL,8167,3667,195,1,0.000122444,0.023876576,3.10E-06,0.000682023,0.020675139,0.027423612
10/1/2014,14-Oct,2014,October,AMR,Region of the Americas,Colombia,Northern,COL,11245,4412,295,14,0.001244998,0.026233882,0.000680814,0.002088013,0.023358477,0.029357965
9/1/2014,14-Sep,2014,September,AMR,Region of the Americas,Colombia,Northern,COL,8306,4106,202,11,0.001324344,0.024319769,0.000661287,0.002368379,0.021114563,0.027864336
8/1/2014,14-Aug,2014,August,AMR,Region of the Americas,Colombia,Northern,COL,7404,4106,226,16,0.002160994,0.030524041,0.001235684,0.003506953,0.026723902,0.034699465
7/1/2014,14-Jul,2014,July,AMR,Region of the Americas,Colombia,Northern,COL,10526,4912,298,8,0.000760023,0.028310849,0.000328179,0.001496996,0.025225865,0.031660312
6/1/2014,14-Jun,2014,June,AMR,Region of the Americas,Colombia,Northern,COL,7707,2622,182,7,0.000908265,0.023614896,0.000365245,0.001870472,0.020341058,0.027255456
5/1/2014,14-May,2014,May,AMR,Region of the Americas,Colombia,Northern,COL,7347,4677,171,5,0.00068055,0.023274806,0.000221008,0.001587456,0.019949289,0.026985579
4/1/2014,14-Apr,2014,April,AMR,Region of the Americas,Colombia,Northern,COL,9435,4114,207,9,0.000953895,0.021939587,0.000436271,0.001810014,0.019079111,0.025100224
3/1/2014,14-Mar,2014,March,AMR,Region of the Americas,Colombia,Northern,COL,7287,3660,180,6,0.000823384,0.024701523,0.000302225,0.001791293,0.021260341,0.028529733
2/1/2014,14-Feb,2014,February,AMR,Region of the Americas,Colombia,Northern,COL,7867,3932,200,0,0,0.025422652,0,0.000468796,0.022057542,0.029145272
1/1/2014,14-Jan,2014,January,AMR,Region of the Americas,Colombia,Northern,COL,11804,3556,294,0,0,0.024906811,0,0.000312462,0.022170747,0.027880448
11/1/2024,Nov-24,2024,November,AMR,Region of the Americas,Costa Rica,Northern,CRI,835,40,0,7,0.008383234,0,0.003376946,0.017195974,0,0.004408075
10/1/2024,24-Oct,2024,October,AMR,Region of the Americas,Costa Rica,Northern,CRI,3854,163,0,0,0,0,0,0.000956698,0,0.000956698
9/1/2024,24-Sep,2024,September,AMR,Region of the Americas,Costa Rica,Northern,CRI,4465,106,0,0,0,0,0,0.000825836,0,0.000825836
8/1/2024,24-Aug,2024,August,AMR,Region of the Americas,Costa Rica,Northern,CRI,4717,159,0,0,0,0,0,0.000781734,0,0.000781734
7/1/2024,24-Jul,2024,July,AMR,Region of the Americas,Costa Rica,Northern,CRI,4890,134,0,0,0,0,0,0.000754088,0,0.000754088
6/1/2024,24-Jun,2024,June,AMR,Region of the Americas,Costa Rica,Northern,CRI,2940,105,0,0,0,0,0,0.001253934,0,0.001253934
5/1/2024,24-May,2024,May,AMR,Region of the Americas,Costa Rica,Northern,CRI,1687,102,0,0,0,0,0,0.002184262,0,0.002184262
4/1/2024,24-Apr,2024,April,AMR,Region of the Americas,Costa Rica,Northern,CRI,918,78,0,0,0,0,0,0.004010324,0,0.004010324
3/1/2024,24-Mar,2024,March,AMR,Region of the Americas,Costa Rica,Northern,CRI,963,60,0,0,0,0,0,0.003823285,0,0.003823285
2/1/2024,24-Feb,2024,February,AMR,Region of the Americas,Costa Rica,Northern,CRI,1642,123,0,0,0,0,0,0.002244055,0,0.002244055
1/1/2024,24-Jan,2024,January,AMR,Region of the Americas,Costa Rica,Northern,CRI,3375,194,0,0,0,0,0,0.001092404,0,0.001092404
12/1/2023,23-Dec,2023,December,AMR,Region of the Americas,Costa Rica,Northern,CRI,3262,200,0,0,0,0,0,0.001130225,0,0.001130225
11/1/2023,23-Nov,2023,November,AMR,Region of the Americas,Costa Rica,Northern,CRI,7860,392,0,0,0,0,0,0.000469213,0,0.000469213
10/1/2023,23-Oct,2023,October,AMR,Region of the Americas,Costa Rica,Northern,CRI,5953,472,0,0,0,0,0,0.000619475,0,0.000619475
9/1/2023,23-Sep,2023,September,AMR,Region of the Americas,Costa Rica,Northern,CRI,4538,494,0,0,0,0,0,0.000812556,0,0.000812556
8/1/2023,23-Aug,2023,August,AMR,Region of the Americas,Costa Rica,Northern,CRI,4626,480,0,0,0,0,0,0.000797105,0,0.000797105
7/1/2023,23-Jul,2023,July,AMR,Region of the Americas,Costa Rica,Northern,CRI,1860,239,1,0,0,0.000537634,0,0.001981303,1.36E-05,0.002991829
6/1/2023,23-Jun,2023,June,AMR,Region of the Americas,Costa Rica,Northern,CRI,920,179,0,0,0,0,0,0.004001624,0,0.004001624
5/1/2023,23-May,2023,May,AMR,Region of the Americas,Costa Rica,Northern,CRI,641,135,0,0,0,0,0,0.005738355,0,0.005738355
4/1/2023,23-Apr,2023,April,AMR,Region of the Americas,Costa Rica,Northern,CRI,283,49,0,0,0,0,0,0.012950323,0,0.012950323
3/1/2023,23-Mar,2023,March,AMR,Region of the Americas,Costa Rica,Northern,CRI,255,24,0,0,0,0,0,0.014362061,0,0.014362061
2/1/2023,23-Feb,2023,February,AMR,Region of the Americas,Costa Rica,Northern,CRI,198,23,0,0,0,0,0,0.018458226,0,0.018458226
1/1/2023,23-Jan,2023,January,AMR,Region of the Americas,Costa Rica,Northern,CRI,253,25,0,0,0,0,0,0.01447477,0,0.01447477
12/1/2022,22-Dec,2022,December,AMR,Region of the Americas,Costa Rica,Northern,CRI,266,15,0,0,0,0,0,0.013772251,0,0.013772251
11/1/2022,22-Nov,2022,November,AMR,Region of the Americas,Costa Rica,Northern,CRI,642,68,0,0,0,0,0,0.005729442,0,0.005729442
10/1/2022,22-Oct,2022,October,AMR,Region of the Americas,Costa Rica,Northern,CRI,741,76,0,0,0,0,0,0.004965874,0,0.004965874
9/1/2022,22-Sep,2022,September,AMR,Region of the Americas,Costa Rica,Northern,CRI,796,136,0,0,0,0,0,0.004623549,0,0.004623549
8/1/2022,22-Aug,2022,August,AMR,Region of the Americas,Costa Rica,Northern,CRI,1435,95,0,0,0,0,0,0.002567346,0,0.002567346
7/1/2022,22-Jul,2022,July,AMR,Region of the Americas,Costa Rica,Northern,CRI,1078,42,0,0,0,0,0,0.003416118,0,0.003416118
6/1/2022,22-Jun,2022,June,AMR,Region of the Americas,Costa Rica,Northern,CRI,1037,29,0,0,0,0,0,0.003550941,0,0.003550941
5/1/2022,22-May,2022,May,AMR,Region of the Americas,Costa Rica,Northern,CRI,582,36,0,0,0,0,0,0.006318236,0,0.006318236
4/1/2022,22-Apr,2022,April,AMR,Region of the Americas,Costa Rica,Northern,CRI,297,18,0,0,0,0,0,0.012343654,0,0.012343654
3/1/2022,22-Mar,2022,March,AMR,Region of the Americas,Costa Rica,Northern,CRI,240,23,0,0,0,0,0,0.01525281,0,0.01525281
2/1/2022,22-Feb,2022,February,AMR,Region of the Americas,Costa Rica,Northern,CRI,152,10,0,0,0,0,0,0.023976821,0,0.023976821
1/1/2022,22-Jan,2022,January,AMR,Region of the Americas,Costa Rica,Northern,CRI,219,8,0,0,0,0,0,0.016703128,0,0.016703128
12/1/2021,21-Dec,2021,December,AMR,Region of the Americas,Costa Rica,Northern,CRI,426,16,1,0,0,0.002347418,0,0.008621957,5.94E-05,0.013009012
11/1/2021,21-Nov,2021,November,AMR,Region of the Americas,Costa Rica,Northern,CRI,515,28,1,0,0,0.001941748,0,0.00713728,4.92E-05,0.010770828
10/1/2021,21-Oct,2021,October,AMR,Region of the Americas,Costa Rica,Northern,CRI,674,12,0,0,0,0,0,0.005458165,0,0.005458165
9/1/2021,21-Sep,2021,September,AMR,Region of the Americas,Costa Rica,Northern,CRI,845,29,0,0,0,0,0,0.004356023,0,0.004356023
8/1/2021,21-Aug,2021,August,AMR,Region of the Americas,Costa Rica,Northern,CRI,541,14,0,0,0,0,0,0.006795437,0,0.006795437
7/1/2021,21-Jul,2021,July,AMR,Region of the Americas,Costa Rica,Northern,CRI,486,30,0,0,0,0,0,0.007561553,0,0.007561553
6/1/2021,21-Jun,2021,June,AMR,Region of the Americas,Costa Rica,Northern,CRI,385,33,0,0,0,0,0,0.009535749,0,0.009535749
5/1/2021,21-May,2021,May,AMR,Region of the Americas,Costa Rica,Northern,CRI,192,18,0,0,0,0,0,0.019029522,0,0.019029522
4/1/2021,21-Apr,2021,April,AMR,Region of the Americas,Costa Rica,Northern,CRI,185,11,0,0,0,0,0,0.019742404,0,0.019742404
3/1/2021,21-Mar,2021,March,AMR,Region of the Americas,Costa Rica,Northern,CRI,333,16,0,0,0,0,0,0.011016584,0,0.011016584
2/1/2021,21-Feb,2021,February,AMR,Region of the Americas,Costa Rica,Northern,CRI,299,22,0,0,0,0,0,0.012261596,0,0.012261596
1/1/2021,21-Jan,2021,January,AMR,Region of the Americas,Costa Rica,Northern,CRI,293,21,1,0,0,0.003412969,0,0.012511109,8.64E-05,0.018868158
12/1/2020,20-Dec,2020,December,AMR,Region of the Americas,Costa Rica,Northern,CRI,248,0,1,0,0,0.004032258,0,0.014764435,0.000102083,0.022260321
11/1/2020,20-Nov,2020,November,AMR,Region of the Americas,Costa Rica,Northern,CRI,396,0,0,0,0,0,0,0.009272099,0,0.009272099
10/1/2020,20-Oct,2020,October,AMR,Region of the Americas,Costa Rica,Northern,CRI,409,0,0,0,0,0,0,0.008978714,0,0.008978714
9/1/2020,20-Sep,2020,September,AMR,Region of the Americas,Costa Rica,Northern,CRI,804,7,2,0,0,0.002487562,0,0.004577649,0.000301397,0.00895678
8/1/2020,20-Aug,2020,August,AMR,Region of the Americas,Costa Rica,Northern,CRI,1214,43,7,0,0,0.005766063,0,0.003034004,0.002321305,0.011844
7/1/2020,20-Jul,2020,July,AMR,Region of the Americas,Costa Rica,Northern,CRI,2121,61,0,0,0,0,0,0.001737706,0,0.001737706
6/1/2020,20-Jun,2020,June,AMR,Region of the Americas,Costa Rica,Northern,CRI,1573,83,3,0,0,0.001907184,0,0.002342376,0.00039348,0.005563391
5/1/2020,20-May,2020,May,AMR,Region of the Americas,Costa Rica,Northern,CRI,891,83,2,0,0,0.002244669,0,0.004131598,0.000271956,0.008084777
4/1/2020,20-Apr,2020,April,AMR,Region of the Americas,Costa Rica,Northern,CRI,641,42,4,0,0,0.00624025,0,0.005738355,0.001702798,0.015899873
3/1/2020,20-Mar,2020,March,AMR,Region of the Americas,Costa Rica,Northern,CRI,416,24,0,0,0,0,0,0.008828298,0,0.008828298
